"행정구역","2024년09월_계_총인구수","2024년09월_계_연령구간인구수","2024년09월_계_0~9세","2024년09월_계_10~19세","2024년09월_계_20~29세","2024년09월_계_30~39세","2024년09월_계_40~49세","2024년09월_계_50~59세","2024년09월_계_60~69세","2024년09월_계_70~79세","2024년09월_계_80~89세","2024년09월_계_90~99세","2024년09월_계_100세 이상","2024년09월_남_총인구수","2024년09월_남_연령구간인구수","2024년09월_남_0~9세","2024년09월_남_10~19세","2024년09월_남_20~29세","2024년09월_남_30~39세","2024년09월_남_40~49세","2024년09월_남_50~59세","2024년09월_남_60~69세","2024년09월_남_70~79세","2024년09월_남_80~89세","2024년09월_남_90~99세","2024년09월_남_100세 이상","2024년09월_여_총인구수","2024년09월_여_연령구간인구수","2024년09월_여_0~9세","2024년09월_여_10~19세","2024년09월_여_20~29세","2024년09월_여_30~39세","2024년09월_여_40~49세","2024년09월_여_50~59세","2024년09월_여_60~69세","2024년09월_여_70~79세","2024년09월_여_80~89세","2024년09월_여_90~99세","2024년09월_여_100세 이상"
"경상북도 포항시 남구 상대동(4711152500)","23,278","23,278","768","1,299","2,612","2,609","2,989","3,923","4,979","3,078","928","90","3","12,236","12,236","397","686","1,609","1,629","1,695","2,003","2,299","1,487","417","14","0","11,042","11,042","371","613","1,003","980","1,294","1,920","2,680","1,591","511","76","3"
"경상북도 포항시 남구 해도동(4711154500)","16,203","16,203","417","708","1,273","1,425","1,947","2,800","3,990","2,628","924","89","2","8,366","8,366","219","372","774","899","1,134","1,501","1,836","1,207","410","14","0","7,837","7,837","198","336","499","526","813","1,299","2,154","1,421","514","75","2"
"경상북도 포항시 남구 송도동(4711155000)","11,325","11,325","276","546","747","803","1,176","1,887","2,974","1,994","827","91","4","5,630","5,630","154","289","418","485","668","1,016","1,341","930","307","21","1","5,695","5,695","122","257","329","318","508","871","1,633","1,064","520","70","3"
"경상북도 포항시 남구 청림동(4711156000)","4,716","4,716","170","217","653","589","466","718","948","648","281","26","0","2,632","2,632","87","116","443","393","290","411","470","307","109","6","0","2,084","2,084","83","101","210","196","176","307","478","341","172","20","0"
"경상북도 포항시 남구 제철동(4711157000)","2,325","2,325","77","168","269","292","269","432","470","245","89","14","0","1,269","1,269","42","87","176","195","149","224","240","119","34","3","0","1,056","1,056","35","81","93","97","120","208","230","126","55","11","0"
"경상북도 포항시 남구 효곡동(4711158000)","29,541","29,541","3,121","4,199","2,836","3,194","5,574","4,828","3,897","1,564","276","51","1","15,093","15,093","1,626","2,226","1,697","1,538","2,696","2,339","1,935","915","114","7","0","14,448","14,448","1,495","1,973","1,139","1,656","2,878","2,489","1,962","649","162","44","1"
"경상북도 포항시 남구 대이동(4711159000)","24,410","24,410","1,725","2,639","3,046","3,154","3,774","5,104","3,194","1,217","490","67","0","12,482","12,482","905","1,359","1,802","1,717","1,796","2,502","1,618","630","145","8","0","11,928","11,928","820","1,280","1,244","1,437","1,978","2,602","1,576","587","345","59","0"
"경상북도 포항시 북구 (4711300000)","269,865","269,865","17,804","25,245","25,804","30,524","39,526","47,129","47,476","24,155","10,575","1,591","36","134,538","134,538","9,269","13,130","14,572","16,496","19,709","22,816","22,865","11,628","3,706","341","6","135,327","135,327","8,535","12,115","11,232","14,028","19,817","24,313","24,611","12,527","6,869","1,250","30"
"경상북도 포항시 북구 흥해읍(4711325000)","50,513","50,513","4,426","4,492","4,678","7,437","7,638","8,440","7,717","3,572","1,827","283","3","25,467","25,467","2,347","2,318","2,625","4,029","3,843","4,129","3,830","1,723","576","47","0","25,046","25,046","2,079","2,174","2,053","3,408","3,795","4,311","3,887","1,849","1,251","236","3"
"경상북도 포항시 북구 신광면(4711331000)","2,762","2,762","42","84","125","100","174","406","833","538","371","87","2","1,390","1,390","20","43","87","51","108","224","453","266","122","16","0","1,372","1,372","22","41","38","49","66","182","380","272","249","71","2"
"경상북도 포항시 북구 청하면(4711332000)","4,444","4,444","47","184","202","204","374","765","1,202","804","566","96","0","2,199","2,199","26","101","121","125","224","425","620","366","175","16","0","2,245","2,245","21","83","81","79","150","340","582","438","391","80","0"
"경상북도 포항시 북구 송라면(4711333000)","2,373","2,373","28","61","107","97","159","386","655","473","343","64","0","1,144","1,144","12","31","56","68","97","213","328","228","101","10","0","1,229","1,229","16","30","51","29","62","173","327","245","242","54","0"
"경상북도 포항시 북구 기계면(4711334000)","4,809","4,809","75","157","198","209","292","756","1,372","945","678","125","2","2,362","2,362","35","79","108","145","179","389","710","468","219","30","0","2,447","2,447","40","78","90","64","113","367","662","477","459","95","2"
"경상북도 포항시 북구 죽장면(4711335000)","2,043","2,043","19","48","30","58","89","329","684","433","302","49","2","1,037","1,037","9","33","18","39","50","198","357","223","102","8","0","1,006","1,006","10","15","12","19","39","131","327","210","200","41","2"
"경상북도 포항시 북구 죽장면상옥출장소(4711335500)","612","612","0","9","30","10","26","108","218","125","71","13","2","322","322","0","5","15","9","18","66","102","73","30","3","1","290","290","0","4","15","1","8","42","116","52","41","10","1"
"경상북도 포항시 북구 기북면(4711336000)","1,301","1,301","10","39","37","38","79","215","380","276","189","36","2","647","647","5","20","20","22","46","120","205","142","54","13","0","654","654","5","19","17","16","33","95","175","134","135","23","2"
"경상북도 포항시 북구 중앙동(4711352000)","14,070","14,070","438","646","1,293","1,446","1,597","2,324","3,011","2,155","1,036","122","2","6,975","6,975","218","331","694","841","878","1,215","1,408","972","395","22","1","7,095","7,095","220","315","599","605","719","1,109","1,603","1,183","641","100","1"
"경상북도 포항시 북구 양학동(4711363000)","16,735","16,735","972","1,633","1,762","1,744","2,349","3,329","3,103","1,356","423","63","1","8,256","8,256","498","854","1,013","942","1,115","1,504","1,491","660","165","14","0","8,479","8,479","474","779","749","802","1,234","1,825","1,612","696","258","49","1"
"경상북도 포항시 북구 죽도동(4711365500)","18,949","18,949","570","847","2,052","2,095","2,332","3,019","4,096","2,748","1,063","123","4","9,449","9,449","286","427","1,153","1,275","1,296","1,509","1,792","1,238","440","31","2","9,500","9,500","284","420","899","820","1,036","1,510","2,304","1,510","623","92","2"
"경상북도 포항시 북구 용흥동(4711366500)","20,214","20,214","939","1,692","1,777","1,723","2,689","3,756","4,230","2,400","884","122","2","9,869","9,869","485","914","1,003","922","1,313","1,753","1,941","1,152","346","40","0","10,345","10,345","454","778","774","801","1,376","2,003","2,289","1,248","538","82","2"
"경상북도 포항시 북구 우창동(4711368000)","31,917","31,917","2,594","3,281","2,916","4,052","4,908","5,641","5,295","2,228","868","129","5","15,525","15,525","1,357","1,730","1,617","2,071","2,377","2,560","2,505","1,023","263","22","0","16,392","16,392","1,237","1,551","1,299","1,981","2,531","3,081","2,790","1,205","605","107","5"
"경상북도 포항시 북구 두호동(4711369000)","21,499","21,499","1,401","2,059","2,092","2,338","2,863","4,094","4,096","1,841","635","79","1","10,526","10,526","695","1,072","1,137","1,260","1,377","1,867","1,955","903","237","23","0","10,973","10,973","706","987","955","1,078","1,486","2,227","2,141","938","398","56","1"
"경상북도 포항시 북구 장량동(4711370000)","68,777","68,777","5,622","8,922","7,796","8,077","12,442","12,143","9,103","3,425","1,071","168","8","35,022","35,022","2,965","4,626","4,501","4,240","6,040","5,955","4,478","1,788","392","35","2","33,755","33,755","2,657","4,296","3,295","3,837","6,402","6,188","4,625","1,637","679","133","6"
"경상북도 포항시 북구 환여동(4711371000)","8,847","8,847","621","1,091","709","896","1,515","1,418","1,481","836","248","32","0","4,348","4,348","311","546","404","457","748","689","690","403","89","11","0","4,499","4,499","310","545","305","439","767","729","791","433","159","21","0"
"경상북도 경주시 (4713000000)","245,365","245,365","12,588","19,163","21,688","22,910","31,814","45,880","46,686","27,200","15,015","2,364","57","122,919","122,919","6,454","9,975","12,246","12,473","16,672","23,563","23,445","12,568","5,025","489","9","122,446","122,446","6,134","9,188","9,442","10,437","15,142","22,317","23,241","14,632","9,990","1,875","48"
"경상북도 경주시 감포읍(4713025000)","5,200","5,200","92","214","291","297","486","913","1,302","932","594","76","3","2,613","2,613","50","106","188","185","303","540","623","419","184","15","0","2,587","2,587","42","108","103","112","183","373","679","513","410","61","3"
"경상북도 경주시 안강읍(4713025300)","22,597","22,597","661","1,664","1,605","1,444","2,503","4,575","4,950","3,054","1,855","277","9","11,210","11,210","364","840","925","846","1,300","2,377","2,477","1,414","612","52","3","11,387","11,387","297","824","680","598","1,203","2,198","2,473","1,640","1,243","225","6"
"경상북도 경주시 건천읍(4713025600)","9,744","9,744","315","468","613","782","942","1,695","2,263","1,587","922","151","6","4,955","4,955","165","261","351","466","541","925","1,152","749","310","34","1","4,789","4,789","150","207","262","316","401","770","1,111","838","612","117","5"
"경상북도 경주시 외동읍(4713025900)","21,587","21,587","1,226","1,099","1,517","2,388","2,776","4,149","4,675","2,318","1,201","229","9","11,430","11,430","628","593","895","1,357","1,675","2,227","2,498","1,152","355","48","2","10,157","10,157","598","506","622","1,031","1,101","1,922","2,177","1,166","846","181","7"
"경상북도 경주시 문무대왕면(4713031500)","4,114","4,114","156","146","404","441","305","608","912","611","456","74","1","2,154","2,154","80","88","245","259","189","363","496","302","119","12","1","1,960","1,960","76","58","159","182","116","245","416","309","337","62","0"
"경상북도 경주시 양남면(4713032000)","6,363","6,363","219","310","478","458","620","1,302","1,592","827","475","81","1","3,391","3,391","112","165","329","286","356","735","825","401","165","17","0","2,972","2,972","107","145","149","172","264","567","767","426","310","64","1"
"경상북도 경주시 내남면(4713033000)","4,436","4,436","55","184","190","205","299","738","1,198","870","576","120","1","2,249","2,249","30","87","113","132","175","409","644","448","192","19","0","2,187","2,187","25","97","77","73","124","329","554","422","384","101","1"
"경상북도 경주시 산내면(4713034000)","3,195","3,195","36","72","84","110","171","486","1,043","698","428","65","2","1,595","1,595","20","40","47","67","87","264","544","359","151","16","0","1,600","1,600","16","32","37","43","84","222","499","339","277","49","2"
"경상북도 경주시 서면(4713035000)","2,983","2,983","43","121","124","131","216","482","749","651","404","62","0","1,525","1,525","19","77","73","81","129","293","399","292","150","12","0","1,458","1,458","24","44","51","50","87","189","350","359","254","50","0"
"경상북도 경주시 현곡면(4713036000)","21,853","21,853","2,005","2,428","1,912","2,667","3,535","4,048","3,073","1,381","701","99","4","10,766","10,766","1,052","1,237","1,040","1,328","1,721","2,004","1,480","674","215","15","0","11,087","11,087","953","1,191","872","1,339","1,814","2,044","1,593","707","486","84","4"
"경상북도 경주시 강동면(4713037000)","5,940","5,940","120","246","398","316","499","1,174","1,501","980","596","110","0","3,054","3,054","61","118","250","200","280","644","818","466","193","24","0","2,886","2,886","59","128","148","116","219","530","683","514","403","86","0"
"경상북도 경주시 천북면(4713038000)","5,583","5,583","207","276","394","528","624","1,039","1,204","775","463","73","0","2,923","2,923","110","139","217","293","366","574","654","380","173","17","0","2,660","2,660","97","137","177","235","258","465","550","395","290","56","0"
"경상북도 경주시 중부동(4713051500)","4,641","4,641","95","262","400","356","524","758","992","765","425","64","0","2,306","2,306","47","145","226","199","298","407","479","321","171","13","0","2,335","2,335","48","117","174","157","226","351","513","444","254","51","0"
"경상북도 경주시 황오동(4713053000)","5,721","5,721","113","246","445","420","560","1,010","1,329","983","548","66","1","2,739","2,739","54","118","261","243","323","521","611","405","183","20","0","2,982","2,982","59","128","184","177","237","489","718","578","365","46","1"
"경상북도 경주시 성건동(4713055000)","13,164","13,164","261","679","2,150","1,062","1,324","2,185","2,527","1,982","887","104","3","6,541","6,541","145","369","1,210","626","735","1,152","1,128","817","334","25","0","6,623","6,623","116","310","940","436","589","1,033","1,399","1,165","553","79","3"
"경상북도 경주시 황남동(4713057000)","3,867","3,867","57","142","204","224","337","644","904","733","544","77","1","1,918","1,918","30","65","121","133","201","346","483","319","198","21","1","1,949","1,949","27","77","83","91","136","298","421","414","346","56","0"
"경상북도 경주시 선도동(4713059000)","14,172","14,172","752","1,521","1,596","1,254","2,173","2,860","2,173","1,171","586","84","2","7,102","7,102","372","816","933","683","1,060","1,413","1,102","504","201","17","1","7,070","7,070","380","705","663","571","1,113","1,447","1,071","667","385","67","1"
