hpid1,hpid2,travel_time,측정시각
A1300018,A2700011,77.518,241110_190845
A1300018,A2700012,61.9399,241110_190845
A1300018,A2700013,45.6271,241110_190845
A1300018,A2700014,76.5869,241110_190845
A1300018,A2700015,53.1106,241110_190845
A1300018,A2700016,59.2145,241110_190845
A1300018,A2700017,39.5327,241110_190845
A1300018,A2700018,61.7964,241110_190845
A1300018,A2700019,28.2057,241110_190845
A1300018,A2700020,95.0638,241110_190845
A1300018,A2700023,88.9583,241110_190845
A1300018,A2700026,112.2493,241110_190845
A1300018,A2700030,47.051,241110_190845
A1300018,A2700031,95.7853,241110_190845
A1300018,A2700036,24.3245,241110_190845
A1300018,A2700038,31.0795,241110_190845
A1300018,A2700052,136.2498,241110_190845
A1300018,A2700063,69.9409,241110_190845
A1300018,A2700066,36.4102,241110_190845
A1300018,A2700070,47.6555,241110_190845
A1300018,A2700071,107.5876,241110_190845
A1300018,A2700097,56.3296,241110_190845
A1300018,A2702563,64.7755,241110_190845
A1300018,A2702752,94.1007,241110_190845
A1300018,E2700553,335.6721,241110_190845
A1300018,E2700554,86.8911,241110_190845
A1300033,A1300001,13.1995,241110_190845
A1300033,A1300002,5.7331,241110_190845
